id,component,cluster_louvain,cluster_leiden,degree,closeness,eigen_centrality,Label,core_work,oa_id,sdgs
4126,0,0,0,55,0.3784795220175677,0.0048851765451201,https://openalex.org/W2068996168,1,https://openalex.org/W2068996168,Life below water
4155,0,0,0,52,0.4002039318948798,0.0058601903844241,https://openalex.org/W2000946245,1,https://openalex.org/W2000946245,Life below water
4158,0,0,0,84,0.40472017334494,0.0070942904808465,https://openalex.org/W1978886837,1,https://openalex.org/W1978886837,Life below water
4176,0,0,0,41,0.3612374002772019,0.0032299937672749,https://openalex.org/W2057050801,1,https://openalex.org/W2057050801,Life below water
4215,0,0,0,36,0.3608098441748222,0.0032713122849371,https://openalex.org/W2149989856,1,https://openalex.org/W2149989856,Life below water
4302,0,1,0,75,0.4017275137426383,0.0050904185859548,https://openalex.org/W1481646446,1,https://openalex.org/W1481646446,Life below water
4389,0,0,0,37,0.3833714881723396,0.0032874770180065,https://openalex.org/W1963587301,1,https://openalex.org/W1963587301,Climate action
4431,0,1,0,98,0.4024051122184435,0.0061320137849453,https://openalex.org/W2519624182,1,https://openalex.org/W2519624182,Life below water
4484,0,0,0,12,0.3384024736485166,0.0009115929756306,https://openalex.org/W2156423054,1,https://openalex.org/W2156423054,Life below water
4532,0,0,0,64,0.3825429524686766,0.0050353536172933,https://openalex.org/W2111079990,1,https://openalex.org/W2111079990,Life below water
4639,0,1,0,36,0.3817976697892219,0.0027695534758064,https://openalex.org/W2081531283,1,https://openalex.org/W2081531283,Responsible consumption and production
4762,0,0,1,107,0.4134415393467975,0.0090750200930964,https://openalex.org/W2114992090,1,https://openalex.org/W2114992090,Life below water
4807,0,0,0,195,0.4392568131772892,0.0186021931926542,https://openalex.org/W1971945883,1,https://openalex.org/W1971945883,Life below water
4831,0,0,0,72,0.4128505086307047,0.0076846306093075,https://openalex.org/W2102797850,1,https://openalex.org/W2102797850,Life below water
4842,0,0,0,30,0.3762476762349627,0.0024486503650282,https://openalex.org/W2096928611,1,https://openalex.org/W2096928611,Life below water
4856,0,0,0,62,0.384607563623095,0.0059342421354221,https://openalex.org/W1988504791,1,https://openalex.org/W1988504791,Life below water
4862,0,0,0,23,0.3362252518511456,0.0010737981676454,https://openalex.org/W2085373510,1,https://openalex.org/W2085373510,Life below water
4870,0,0,0,64,0.3850393733920916,0.0057231670160715,https://openalex.org/W2069666007,1,https://openalex.org/W2069666007,Life below water
4905,0,0,0,53,0.3616421347268633,0.003486669600898,https://openalex.org/W2145830984,1,https://openalex.org/W2145830984,Life below water
4909,0,0,0,117,0.4001455633494273,0.0096250439225577,https://openalex.org/W2135930003,1,https://openalex.org/W2135930003,Life below water
4969,0,0,0,93,0.4151619966868954,0.0095130373835231,https://openalex.org/W2139693244,1,https://openalex.org/W2139693244,Life below water
4976,0,1,0,32,0.380263070700672,0.002541344024825,https://openalex.org/W2557579433,1,https://openalex.org/W2557579433,Life below water
5058,0,0,0,42,0.3756552413370779,0.0030328376056684,https://openalex.org/W2019678504,1,https://openalex.org/W2019678504,Life below water
5064,0,0,0,58,0.3825429524686766,0.0049035805216361,https://openalex.org/W2469927108,1,https://openalex.org/W2469927108,Life below water
5093,0,0,0,56,0.3834518595535078,0.0038427560379111,https://openalex.org/W2195352021,1,https://openalex.org/W2195352021,Life below water
5099,0,1,0,43,0.3835590738299103,0.0028870514275519,https://openalex.org/W2230072905,1,https://openalex.org/W2230072905,Climate action
5108,0,0,0,43,0.3596510526453888,0.0024072035579708,https://openalex.org/W2142209450,1,https://openalex.org/W2142209450,Life below water
5577,0,0,0,76,0.3863678432763481,0.0073109395372148,https://openalex.org/W2137631906,1,https://openalex.org/W2137631906,Life below water
46,0,4,4,23,0.3292844521249818,0.0009145082507929,https://openalex.org/W2890472883,1,https://openalex.org/W2890472883,Climate action
105,0,4,4,281,0.4404202672935787,0.0261726145007006,https://openalex.org/W2101412657,1,https://openalex.org/W2101412657,Climate action
301,0,4,4,89,0.4231009414920731,0.0094245473057789,https://openalex.org/W2886281704,1,https://openalex.org/W2886281704,
2942,0,4,4,25,0.361047250309955,0.0021754368244033,https://openalex.org/W2004252331,1,https://openalex.org/W2004252331,Sustainable cities and communities
